dirid,fullname,ethnicity
201219.0,TERENCE H LANG,Unknown
201220.0,LEONARD LICHTER,Unknown
201221.0,RALPH L DARLING,Unknown
201222.0,WILLIAM F FIFE,Unknown
201223.0,EDGAR S BROWER,Unknown
201224.0,GEORGE F DONOVAN,Unknown
201225.0,RALPH A FOOTE,Unknown
201226.0,FREDERICK M MYERS,Unknown
201227.0,BRADFORD T WHITMORE,Unknown
201228.0,NED R WHERTER,Unknown
201240.0,LAVON N ANDERSON,Unknown
201241.0,HARRY B BARTLEY JR,Unknown
201242.0,R JAMES COMEAUX,Unknown
201243.0,WILLIAM B HEWITT,Unknown
201244.0,JACK E KNOTT,Unknown
201245.0,CHARLES E O'CONNELL,Unknown
201246.0,ANDREW J SMITH,Unknown
201249.0,LILLIAN BERKMAN,Unknown
201255.0,MAXWELL M RABB,Unknown
201257.0,WILLIAM C WARREN,Unknown
201258.0,JS WEBB,Unknown
201259.0,JACK MOSELEY,Unknown
201260.0,LAWRENCE A SKANTZE,Unknown
201261.0,STANLEY H FELDBERG,Unknown
201262.0,MICHAEL R CORBOY,Unknown
201263.0,THEODORE M FREEDMAN,Unknown
201264.0,JACK S KILBY,Unknown
201265.0,RALPH L OZORKIEWICZ,Unknown
201266.0,STANLEY A WAINER,Unknown
201267.0,KIRK WEST,Unknown
201268.0,FRANK S WYLE,Unknown
201269.0,JULIUS BLANK,Unknown
201270.0,HANS G DILL,Unknown
201271.0,ANDREW W ELDER,Unknown
201272.0,RAPHAEL KLEIN,Unknown
201273.0,S ALLAN KLINE,Unknown
201274.0,WALLACE B ASKINS,Unknown
201276.0,MARK J DORAN,Unknown
201277.0,LOUIS A GUZZETTI JR,Unknown
201278.0,JEFFREY G MILLER,Unknown
201279.0,JON D RALPH,Unknown
201280.0,JOHN M ROTH,Unknown
201281.0,CHARLES P RULLMAN JR,Unknown
201282.0,ARTHUR R SEDER JR,Unknown
201283.0,J FREDERICK SIMMONS,Unknown
201285.0,DAVID MILTON,Unknown
201286.0,FRANK W LUERSSEN,Unknown
201287.0,SALVADOR DIAZ-VERSON JR,Unknown
201288.0,JOHN L MOULTON,Unknown
201289.0,DAVID G O'CONNOR,Unknown
201290.0,LEANNE M ZUMWALT,Unknown
201291.0,JOHN C EVANS,Unknown
201292.0,LYNN WILLIAMS,Unknown
201293.0,JOHN PETERS MACCARTHY,Unknown
201294.0,JEAN-DOMINIQUE DESCHAMPS,Unknown
201295.0,ENRIQUE F SENIOR,Unknown
201296.0,HENRY E JOHNSTON,Unknown
201297.0,JAMES E SOLOMON,Unknown
201298.0,RONALD R TISCH,Unknown
201299.0,ROGER H ZANITSCH,Unknown
201300.0,JACK W EVANS,Unknown
201301.0,CREED L FORD III,Unknown
201302.0,DEBRA L SMITHART,Unknown
201303.0,BURKE F GUMBINER,Unknown
201304.0,WARNER HEINEMAN,Unknown
201305.0,ROBERT P. CARRIGAN,Caucasian
201306.0,ROBERT C MAXSON,Unknown
201307.0,JOSEPH F PREVRATIL,Unknown
201308.0,WESTCOTT W PRICE III,Unknown
201309.0,PAUL V COLONY,Unknown
201310.0,ROBERT R FANNING JR,Unknown
201311.0,DEVASIS GHOSE,Unknown
201312.0,EDWARD J HENNING,Unknown
201313.0,STEPHEN R MAULBETSCH,Unknown
201314.0,ORVILLE E MELBY,Unknown
201315.0,JAMES G REYNOLDS,Unknown
201318.0,RAYMOND J DUNN III,Unknown
201319.0,AM BARTOLO,Unknown
201320.0,WILLIAM L BENFORD,Unknown
201321.0,WALTER C BLADSTROM,Unknown
201322.0,ALLAN E DALSHAUG,Unknown
201323.0,STEPHEN A KOFFLER,Unknown
201324.0,ANN E MEYERS,Unknown
201325.0,CLIFFORD A MILLER,Unknown
201326.0,ROBERT B MOSKOWITZ,Unknown
201327.0,WARREN W GRUBER,Unknown
201328.0,CROCKER NEVIN,Unknown
201329.0,JOHN N BRINCAT,Unknown
201330.0,CLIFFORD R JOHNSON,Unknown
201331.0,BRUCE I MCPHEE,Unknown
201333.0,PHILIP J WICKLANDER,Unknown
201335.0,JEROME KOHLBERG JR,Unknown
201336.0,JAMES P SCHADT,Unknown
201337.0,JEAN-JACQUES BERTRAND,Unknown
201338.0,JEAN-MARC BRUEL,Unknown
201339.0,CHARLES-HENRI FILIPPI,Unknown
201340.0,CLAUDE HELENE,Unknown
201341.0,MANFRED E KAROBATH,Unknown
201342.0,IGOR LANDAU,Unknown
201343.0,JEAN-PIERRE TIROUFLET,Unknown
201345.0,RICHARD H DENT,Unknown
201346.0,ROBERT E NEDLEY,Unknown
201348.0,DAVID R HATHAWAY,Unknown
201349.0,DOUGLAS K BRATTON,Unknown
201350.0,FREDERICK W BURFORD,Unknown
201351.0,OSVALDO CISNEROS,Unknown
201352.0,J GARY SHARP,Unknown
201353.0,PAUL JAMES SIU,Unknown
201354.0,EDWIN B SPIEVACK,Unknown
201355.0,H H HAIGHT IV,Unknown
201356.0,J ROBERT HARCHARIK,Unknown
201357.0,THOMAS E PETERSON,Unknown
201358.0,JOHN R C PORTER,Unknown
201359.0,MICHAEL BOZIC,Unknown
201360.0,JAMES B BRUHN,Unknown
201361.0,CRAIG T COSTELLO,Unknown
201362.0,ROBERT J D' ANNIBALLE JR,Unknown
201363.0,MARK G GLYPTIS,Unknown
201364.0,PHILLIP A KARBER,Unknown
201365.0,JOSEPH J NOWAK,Unknown
201366.0,ROBERT S REITMAN,Unknown
201368.0,RICHARD F SCHUBERT,Unknown
201369.0,THOMAS R STURGES,Unknown
201373.0,BOBBY E COOPER,Unknown
201374.0,WOLFGANG F SIEGEL,Unknown
201377.0,FREDERIC B HORNE,Unknown
201378.0,HOON CHOO,Unknown
201379.0,KWANG-HO KIM,Unknown
201380.0,YOUNG-SOO KIM,Unknown
201381.0,JACK W PELTASON,Unknown
201382.0,WON SUK YANG,Unknown
201383.0,HEE DONG YOO,Unknown
201384.0,LARRY G MORRIS,Unknown
201385.0,ERROLL C SULT,Unknown
201386.0,JOHYNE H RECK,Unknown
201387.0,JOHN D BRYER,Unknown
201388.0,STEVEN A FLECKMAN,Unknown
201389.0,CAROL P HANNA,Unknown
201390.0,KENNETH H HARPER,Unknown
201391.0,JOSEPH H HIGHLAND,Unknown
201392.0,FRANK E LOY,Unknown
201393.0,LAWRENCE C MCQUADE,Unknown
201394.0,STEPHEN L WAECHTER,Unknown
201395.0,JULIUS P GWIN,Unknown
201396.0,STANLEY SIMON,Unknown
201397.0,JERRY M SOCOL,Unknown
201400.0,PHILIPPE KAHN,Unknown
201401.0,RAYMOND A LIPKIN,Unknown
201402.0,GILBERT F JOHNSON,Unknown
201403.0,DAVID B LEESON,Unknown
201404.0,PHILIP F OTTO,Unknown
201405.0,CHARLES S RUNNION III,Unknown
201406.0,C WOODROW REA JR,Unknown
201407.0,WALLACE C DOUD,Unknown
201408.0,NORMAN ABRAMSON,Unknown
201409.0,HERMAN D EPSTEIN,Unknown
201410.0,JOHN ORTEGA II,Unknown
201411.0,DAVID A SEJPAL,Unknown
201412.0,PATRICK SANSONETTI,Unknown
201413.0,JAMES L HOBART,Unknown
201414.0,HOWARD D PALEFSKY,Unknown
201415.0,ROGER H SALQUIST,Unknown
201416.0,LOUIS P FERRERO,Unknown
201417.0,GEORGE KOZMETZKY,Unknown
201418.0,MERRIL M HALPERN,Unknown
201419.0,JEROME L KATZ,Unknown
201420.0,ANTHONY J MARTINO,Unknown
201421.0,JOHN A BACON JR,Unknown
201422.0,ANDREW A CAMPBELL,Unknown
201423.0,DAVID J ESKRA,Unknown
201426.0,ROBERT W KEAN JR,Unknown
201427.0,ROBERT NORTON,Unknown
201428.0,PAUL A GLIEBE JR,Unknown
201429.0,CLYDE H FOLLEY,Unknown
201430.0,BENJAMIN F GARMER III,Unknown
201431.0,RICHARD C KLEINFELDT,Unknown
201432.0,BEN R STUART,Unknown
201433.0,STANLEY R BAKER,Unknown
201435.0,RUSSELL M SOLOMON,Unknown
201436.0,RONALD A UNKEFER,Unknown
201437.0,STEPHEN J FURST,Unknown
201438.0,MERWYN BAGAN,Unknown
201439.0,PAUL D BARON,Unknown
201440.0,ROBERT H BILBRO,Unknown
201441.0,ROBERT S CATHCART III,Unknown
201442.0,DANIEL F EUBANK,Unknown
201443.0,ROBERT A LEIPOLD,Unknown
201444.0,FRANCIS G MIDDLETON,Unknown
201445.0,DAVID W SCHALL,Unknown
201446.0,HERBERT J BRONER,Unknown
201447.0,KENNETH J CORT,Unknown
201448.0,JOHN W HECHINGER,Unknown
201449.0,S ROSS HECHINGER,Unknown
201450.0,JOHN W HECHINGER JR,Unknown
201451.0,W CLARK MCCLELLAND,Unknown
201452.0,CHARLES K BRADFORD,Unknown
201453.0,NEAL M ELLIOTT,Unknown
201454.0,CHARLES H GONZALES,Unknown
201455.0,MICHAEL A JEFFRIES,Unknown
201456.0,FRANK M MCCORD,Unknown
201457.0,RAYMOND N NOVECK,Unknown
201458.0,MARIA PAPPAS,Unknown
201460.0,ERNEST A SCHOFIELD,Unknown
201461.0,ALEX AC WILSON,Unknown
201462.0,DAVID P HANLON,Unknown
201463.0,SAMUEL A GOLDBLITH,Unknown
201464.0,KACHIG KACHADURIAN,Unknown
201465.0,RICHARD BOWERS,Unknown
201466.0,J DAVID DUNN,Unknown
201467.0,MAUREEN B BELLANTONI,Unknown
201468.0,MILES E EFRON,Unknown
201469.0,JAMES H MICHAEL,Unknown
201470.0,RICHARD G OLSON,Unknown
201472.0,STEVE KOTLER,Unknown
201473.0,TOD CARPENTER,Caucasian
201474.0,PETER C SUTRO,Unknown
201475.0,WILMER J THOMAS JR,Unknown
201477.0,FREDERICK M GRAFTON,Unknown
201478.0,DONALD L HAMMOND,Unknown
201479.0,EDWIN E VAN BRONKHORST,Unknown
201480.0,MARIANNE K SMHTHE,Unknown
201481.0,MARK D BEGELMAN,Unknown
201482.0,CYNTHIA COHEN TURK,Unknown
201483.0,LARRY D HOLLEN,Unknown
201484.0,EUGENE A DEPALMA,Unknown
201485.0,JOHN T DIXON,Unknown
201486.0,MARTIN A FOX,Unknown
201487.0,GARY D HIRSCH,Unknown
201488.0,CLAUDE J INCAUDO,Unknown
201489.0,HAROLD S POSTER,Unknown
201490.0,RICHARD D SEGAL,Unknown
201491.0,ROY L BOE,Unknown
201492.0,JERRY DELLA FEMINA,Unknown
201493.0,RICHARD S KALIN,Unknown
201494.0,JOHN F KUYPERS,Unknown
201495.0,JOHN W LINSTER,Unknown
201496.0,DAVID MELNICK,Unknown
201497.0,NORMAN MELNICK,Unknown
201498.0,PRESTON B HELLER JR,Unknown
201499.0,HERBERT P DOOSKIN,Unknown
201500.0,JOSEPH M GOLDENBERG,Unknown
201501.0,ALBERT HERSH,Unknown
201502.0,WILLIAM LILLEY III,Unknown
201503.0,ELIHU H MODLIN,Unknown
201504.0,DANA R SNYDER,Unknown
201505.0,HOWARD D BROUS,Unknown
201506.0,WILLIAM V CARNEY,Unknown
201507.0,WARREN H ESANU,Unknown
201508.0,HERBERT H FELDMAN,Unknown
201509.0,STANLEY KREITMAN,Unknown
201510.0,MICHAEL A TANCREDI,Unknown
201511.0,FE ELLIS,Unknown
201512.0,C RAHL GEORGE,Unknown
201513.0,CARL W KNOBLOCH JR,Unknown
201514.0,HENRY E LONGLEY,Unknown
201515.0,D JOHN OGREN,Unknown
201516.0,ROSS K COLQUHOUN,Unknown
201517.0,JAMES J MALVASO,Unknown
201518.0,JAMES F MATTHEWS,Unknown
201519.0,JOHN E MOTT,Unknown
201520.0,GEORGE G RAYMOND JR,Unknown
201523.0,JOHN V SPONYOE,Unknown
201524.0,MICHAEL O WOMACK,Unknown
201525.0,MICHAEL E JULIAN JR,Unknown
201526.0,W ROBERT FOWLER,Unknown
201527.0,AKIHIKO MATSUBARA,Unknown
201528.0,TAKAO MIYAMOTO,Unknown
201529.0,MIRIAM K FRAZER,Unknown
201530.0,MICHEAL M GILBERT,Unknown
201532.0,HERMAN FIALKOV,Unknown
201533.0,LEO KAHN,Unknown
201535.0,CHARLES A MAYS,Unknown
201536.0,NILS ANDERSON JR,Unknown
201537.0,RAYMOND O LEON,Unknown
201538.0,WARREN J HAYFORD,Unknown
201539.0,J ROBERT TULLIS,Unknown
201540.0,ROBERT E M NOURSE,Unknown
201541.0,THOMAS H THOMPSON,Unknown
201542.0,GARY BAUGHMAN,Unknown
201544.0,TIMOTHY J DANIS,Unknown
201545.0,JEROME I GELLMAN,Unknown
201546.0,DAVID GOLUB,Unknown
201547.0,RICHARD E GREY,Unknown
201548.0,JOEL M HANDEL,Unknown
201549.0,JONATHAN KAGAN,Unknown
201552.0,ELIZABETH J MCCORMACK,Unknown
201553.0,TALTON R EMBRY,Unknown
201554.0,MAURICE E JACQUES,Unknown
201555.0,GEORGE E BRYAN,Unknown
201556.0,CHARLES L CAMPBELL,Unknown
201557.0,STEPHEN W CUSTER,Unknown
201558.0,CALVIN G GERMROTH,Unknown
201559.0,WILLIAM H GROSECLOSE,Unknown
201560.0,J CRAIG HOTT,Unknown
201561.0,JAMES L KEELER,Unknown
201562.0,HERMAN D MASON,Unknown
201563.0,WILLIAM D WAMPLER,Unknown
201564.0,CHARLES W WAMPLER JR,Unknown
201566.0,GAIL M WERNER-ROBERTSON,Unknown
201567.0,JOHN L CASTELLO,Unknown
201568.0,ARTHUR KORNBERG,Unknown
201569.0,STEVEN C MENDELL,Unknown
201570.0,PATRICK J SCANNON,Unknown
201571.0,W DENMAN VAN NESS,Unknown
201572.0,MALCOLM G MACNEILL,Unknown
201574.0,WS ANTLE III,Unknown
201575.0,JJ CAREY,Unknown
201577.0,D J MOORE,Unknown
201578.0,DC TRAUSCHT,Unknown
201579.0,DANTE B FASCELL,Unknown
201580.0,HAROLD S GENEEN,Unknown
201581.0,M LEE PEARCE,Unknown
201588.0,RUSSELL E TRAIN,Unknown
201589.0,CHARLES J KANE,Unknown
201590.0,JUDITH A KARAM,Unknown
201591.0,JOHN W LANDRUM,Unknown
201592.0,DAVID H BERNSTEIN,Unknown
201593.0,ALFRED CARFORA,Unknown
201594.0,JOHN A COURI,Unknown
201595.0,HERIBERT DIEHL,Unknown
201596.0,CARL REIMERDES,Unknown
201597.0,SUSAN H STACKHOUSE,Unknown
201599.0,WILLIAM S GREEN,Unknown
201600.0,JERRY C BENJAMIN,Unknown
201601.0,PAUL K LAIKIND,Unknown
201603.0,DANIEL O PEGG,Unknown
201604.0,ALAN R TIMMS,Unknown
201606.0,GARY D OWENS,Unknown
201607.0,MICHAEL J SHEEN,Unknown
201608.0,DONALD R HAMMETT,Unknown
201609.0,STANLEY F SMITH,Unknown
201611.0,HAL W SMITH,Unknown
201612.0,CHARLES A CROCCO JR,Unknown
201613.0,ANTHONY J GUMBINER,Unknown
201614.0,ROBERT L LYNCH,Unknown
201615.0,BRIAN M TROUP,Unknown
201616.0,JOHN C ETLING,Unknown
201617.0,ROBERT L BERRA,Unknown
201618.0,JAMES H FERSTL,Unknown
201620.0,NOEL L BUTERBAUGH,Unknown
201621.0,RUDIGER ERCKEL,Unknown
201622.0,STANLEY M LEMON,Unknown
201623.0,JOHN L SEVER,Unknown
201624.0,THOMAS R WINKLER,Unknown
201625.0,BERNARD A LEVENTHAL,Unknown
201626.0,GORDON C HURLBERT,Unknown
201627.0,MICHAEL C JACKSON,Unknown
201628.0,JOHN D KYLE,Unknown
201629.0,ROGER W NORIAN,Unknown
201630.0,D GORDON STRICKLAND,Unknown
201631.0,SIDNEY B BECKER,Unknown
201632.0,PAUL E FRANCIS,Unknown
201633.0,J BRADFORD MOONEY,Unknown
201634.0,PAUL G SCHOEN,Unknown
201635.0,E THOMAS CHANEY,Unknown
201636.0,M RAY FERGUSON,Unknown
201637.0,GEORGE O JOHNSON,Unknown
201638.0,JAMES T MCAFEE JR,Unknown
201639.0,KAY W SLAYDEN,Unknown
201640.0,EDITH WEINER,Unknown
201641.0,LESLIE W GAULDEN,Unknown
201642.0,BUD W WILLIS III,Unknown
201644.0,CARL H WESTCOTT,Unknown
201645.0,PATRICK R CRUZEN,Unknown
201646.0,DONALD G HETH,Unknown
201647.0,WAYNE J ROPER,Unknown
201648.0,ROBERT E MCGLYNN,Unknown
201649.0,KEITH A BENSON,Unknown
201650.0,JOSIAH O LOW III,Unknown
201651.0,TOM F WEYL,Unknown
201652.0,PETER A JOSEPH,Unknown
201653.0,ANGUS C LITTLEJOHN JR,Unknown
201654.0,CHARLES N MARTIN JR,Unknown
201655.0,JOHN F NICKOLL,Unknown
201656.0,JOHN J O'SHAUGHNESSY,Unknown
201658.0,MEL H FISCHER,Unknown
201659.0,EDWARD O VETTER,Unknown
201660.0,MICHAEL D WORTLEY,Unknown
201661.0,WILLIAM C SWANEY,Unknown
201662.0,CARL A BELLINI,Unknown
201664.0,BEN EVANS,Unknown
201667.0,JOE L DUDLEY SR,Unknown
201668.0,DICKSON MCLEAN JR,Unknown
201669.0,CHARLES E NICHOLS,Unknown
201670.0,A WINNIETT PETERS,Unknown
201671.0,A TAB WILLIAMS JR,Unknown
201672.0,RICHARD RAVITCH,Unknown
201673.0,CHARLES J THAYER,Unknown
201674.0,SHIMON TOPOR,Unknown
201675.0,ANDREW A BARNARD,Unknown
201676.0,JOSEPH F MURPHY,Unknown
201677.0,TERENCE M GRAUNKE,Unknown
201678.0,PETER I MASON,Unknown
201679.0,JONATHAN N ZAKIN,Unknown
201680.0,STANLEY H HARTT,Unknown
201681.0,WILLIAM F LUCE,Unknown
201682.0,CARTHA D DELOACH,Unknown
201684.0,DAVID J MCDONNELL,Unknown
201685.0,WALTER J MCNERNEY,Unknown
201686.0,CONSTANCE B NEWMAN,Unknown
201688.0,HICKS B WALDRON,Unknown
201690.0,PAUL H INDERBITZIN,Unknown
201691.0,EDWARD B JOBE,Unknown
201692.0,ROBERT M GARDINER,Unknown
201694.0,ROGER J STONE JR,Unknown
201697.0,FLORETTA DUKES,Unknown
201698.0,JW MARRIOTT JR,Unknown
201699.0,DANIEL BERNARD,Unknown
201700.0,JOSEPH COORS,Unknown
201701.0,RONALD V DOLAN,Unknown
201702.0,ALLEN C GOOLSBY,Unknown
201703.0,ROBERT D SHAPIRO,Unknown
201704.0,JAMES M BEGGS,Unknown
201705.0,VAL JOHN CHRISTENSEN,Unknown
201706.0,ARLEN B CROUCH,Unknown
201708.0,MELVIN SEILER,Unknown
201711.0,ROBERT R FREDERICK,Unknown
201712.0,PAUL E GASKE,Unknown
201713.0,DONALD J AMARAL,Unknown
201715.0,ANDREW J NATHANSON,Unknown
201716.0,L PETER SMITH,Unknown
201717.0,JAMES M SWEENEY,Unknown
201718.0,HELMUT WERNER,Unknown
201719.0,JOHN RALLIS,Unknown
201720.0,JEFFREY P HUGHES,Unknown
201722.0,STANLEY J BRADSHAW,Unknown
201723.0,DOUGLAS T BREEDEN,Unknown
201724.0,ROBERT M CLAYTON II,Unknown
201725.0,BRADBURY DYER III,Unknown
201726.0,PATRICIA M GAMMON,Unknown
201727.0,HIRAM S LIGGETT JR,Unknown
201728.0,CLARENCE M TURLEY JR,Unknown
201729.0,ALVIN D VITT,Unknown
201730.0,JAMES M BENSON,Unknown
201731.0,HB ATWATER JR,Unknown
201732.0,JEFFREY J O'HARA,Unknown
201733.0,JOHN W BOYLE,Unknown
201735.0,LEWIS W LEHR,Unknown
201736.0,DONALD W GENTRY,Unknown
201737.0,RICHARD J STOEHR,Unknown
201738.0,DON D HUSTON,Unknown
201739.0,ALONZO H POLL,Unknown
201740.0,MARSHALL L BURMAN,Unknown
201741.0,ROBERT L DILENSCHNEIDER,Unknown
201742.0,ADAM W HERBERT JR,Unknown
201743.0,EUGENE MILLER,Unknown
201744.0,THOMAS F PETWAY III,Unknown
201745.0,COLLIS P CHANDLER JR,Unknown
201747.0,GEORGE B MCKINLEY,Unknown
201748.0,THOMAS E RODRIGUEZ,Unknown
201749.0,GRAINEY WILLIAMS,Unknown
202921.0,ROBERT W. MARTIN,Caucasian
203055.0,THOMAS E. FERGUSON,Caucasian
203183.0,ROBERT WALLSTROM,Caucasian
203218.0,C. ROBERT UDELL,Hispanic
203248.0,ROBERT D. DAVIS,Caucasian
203254.0,DONNA M. BOLES,African-American
203255.0,ROGER G. BURTON,Caucasian
203256.0,DENISE INCANDELA,Caucasian
203257.0,WILLIAM G. MOLL,Caucasian
203258.0,ALAN SCHOENBAUM,Caucasian
203302.0,ROBERT B. GOERGEN JR.,Caucasian
203536.0,TONY D. BARTEL,Caucasian
203537.0,LAUREN R. HOBART,Caucasian
203670.0,RAYMOND L. CONNER,Caucasian
203691.0,EDWARD L. MONSER,Caucasian
203692.0,DONALD R. FISHBACK,Caucasian
203695.0,DAVID G. HUTCHENS,Caucasian
203739.0,BARBARA K. ALLEN,Caucasian
203800.0,KEVIN F. SULLIVAN,Caucasian
203801.0,VICTOR EUGENE RENUART,Caucasian
203807.0,JOHN MCAVOY,Caucasian
203829.0,KARL HAAS,Caucasian
203837.0,SCOTT PROCHAZKA,Caucasian
203842.0,GARY B. HALVERSON,Caucasian
203862.0,SHAYGAN KHERADPIR,Caucasian
203881.0,LAWRENCE HILSHEIMER,Caucasian
203898.0,MARK J. HALL,Caucasian
203951.0,O. TEMPLE SLOAN III,Caucasian
203952.0,DIRK KLOOSTERBOER,Caucasian
203954.0,REGINA E. DUGAN,Caucasian
203975.0,JAY R. LULY,Caucasian
203982.0,TERRY C. VANCE,Caucasian
203983.0,STEPHEN BUCKLEY JR.,Caucasian
203985.0,STEPHEN P. IVES,Caucasian
203998.0,CHARLENE T. BEGLEY,Caucasian
204044.0,WILLIAM J. LENNOX JR.,Caucasian
204089.0,STEVEN M. MOLLENKOPF,Caucasian
204090.0,KIMBERLY E. RITRIEVI,Caucasian
204100.0,FRANCES L. ALLEN,Caucasian
204128.0,ARUN NAYAR,Indian
204161.0,ROBERT N. SHADDOCK,Caucasian
204205.0,TONY PROPHET,African-American
204206.0,DAVID P. OSBORN,Caucasian
204207.0,STEVEN H. GUNBY,Caucasian
204224.0,MARK JAGIELA,Caucasian
204236.0,MICHAEL C. TARWATER,Caucasian
204241.0,CURTIS C. REUSSER,Caucasian
204242.0,HENRY R. KEIZER,Caucasian
204247.0,SUSAN R. LICHTENSTEIN,Caucasian
204248.0,JOSEPH EAZOR,Caucasian
204268.0,STEPHEN M. KADENACY,Caucasian
204283.0,JACK DORSEY,Caucasian
204284.0,MICHAEL MCSALLY,Caucasian
204338.0,VICENTE WRIGHT,Caucasian
204345.0,DAVID HULIHEE,Asian
204346.0,CONNIE D. MCDANIEL,Caucasian
204349.0,TIM E. BENTSEN,Caucasian
204350.0,KERRY J. PREETE,Caucasian
204352.0,CHRISTOPHER A. O'HERLIHY,Caucasian
204358.0,LESLIE F. SEIDMAN,Caucasian
204386.0,CHRISTINE R. DETRICK,Caucasian
204388.0,STEVEN HASH,Caucasian
204398.0,ELIZABETH DOLAN,Caucasian
204403.0,MARK B. MCCLELLAN,Caucasian
204405.0,JOANNA BARSH,Caucasian
204410.0,PRASAD L. RAMPALLI,Asian
204412.0,HANS D. ROHLF,Caucasian
204413.0,SCOTT MCLEAN,Caucasian
204421.0,DEMOS PARNEROS,Caucasian
204427.0,MARK C. TRUDEAU,Caucasian
204428.0,MITCHELL E. DANIELS JR.,Caucasian
204446.0,ANNE C. WHITAKER,Caucasian
204459.0,JOHN E. BETHANCOURT,Caucasian
204461.0,BARRY MEYER,Caucasian
204475.0,BARTON R. PETERSON,Caucasian
204479.0,KIMBERLY A. JABAL,Caucasian
204483.0,JOHN (JACK) W. ROWE,Caucasian
204485.0,CHRISTOPHER J. L. FIELDING,Caucasian
204502.0,JANE P. CHWICK,Caucasian
204503.0,WILLIAM F. CRUGER JR.,Caucasian
204514.0,DONALD C. WINTER,Caucasian
204523.0,EUGENE L. BATCHELDER,Caucasian
204528.0,MARTHA BEJAR,Caucasian
204553.0,MICHAEL WISHART,Caucasian
204554.0,J. MICHAEL STICE,Caucasian
204559.0,MICHAEL J. MORELL,Caucasian
204560.0,ROBERT POTTER,Caucasian
204562.0,CHARLES HARRINGTON,Caucasian
204604.0,JOHN G. FREELAND,Caucasian
204605.0,JENNIFER J. RAAB,Caucasian
204733.0,THOMAS C. O'CONNOR,Caucasian
204751.0,ROBERT L. COLIN,Caucasian
204781.0,PETER J. MARKS,Caucasian
204798.0,GERALDINE ELLIOTT,Hispanic
204805.0,ANDREAS C. KRAMVIS,Caucasian
205069.0,MICHAEL M. WOOD,Caucasian
205080.0,CARL TACK,Caucasian
205098.0,P. ROBERT BARTOLO,Hispanic
205099.0,MARK A. BORER,Caucasian
205100.0,ALEXANDRA WILSON,Caucasian
205101.0,LAURA OLLE,Caucasian
205102.0,RICHARD SREDNICKI,Caucasian
205104.0,SUSAN E. VOSS,Caucasian
205105.0,STEVEN OAKLAND,Caucasian
205114.0,BARBARA LANG,Caucasian
205207.0,PHILLIP SMITH,Caucasian
205209.0,MARTIN MANNICHE,Caucasian
205248.0,AMY DIGESO,Caucasian
205251.0,GAY WARREN GADDIS,Caucasian
205289.0,FRANK MODRUSON,Caucasian
205290.0,LA JUNE MONTGOMERY TABRON,African-American
205313.0,ROSS H. SMITH JR.,Caucasian
205314.0,MARC EDWARDS,Caucasian
205381.0,A. ROBERT OUTLAW JR.,Caucasian
205384.0,SUSAN DOCHERTY,Caucasian
205442.0,JONATHAN LITT,Caucasian
205473.0,MARK WEIKEL,Caucasian
205487.0,JONAS PRISING,Caucasian
205488.0,JOANNE BAUER,Caucasian
205494.0,PAUL A. LANG,Caucasian
205500.0,SERGE MATTA,Middle-Eastern
205501.0,HILARIE KOPLOW-MCADAMS,Caucasian
205538.0,ALF-EGIL BOGEN,Caucasian
205627.0,DANIEL P. NOLAN,Caucasian
205628.0,BRIAN G. SHAPIRO,Caucasian
205632.0,LISA MAUER,Caucasian
205633.0,MARY E. TUUK,Caucasian
205647.0,ROS L'ESPERANCE,Caucasian
205704.0,JOELLEN LYONS DILLON,Caucasian
205722.0,HELVI K. SANDVIK,Caucasian
205762.0,CHARLES F. POTTS,Caucasian
205769.0,DEBRA A. CREW,Caucasian
205896.0,RAFAEL F. MARTINEZ-MARGARIDA,Hispanic
205897.0,MAX H. MITCHELL,Caucasian
205929.0,MURRAY BURNS,Caucasian
205936.0,WILLIAM T. LUEDKE IV,Caucasian
205949.0,HARRIS PASTIDES,Caucasian
205957.0,WAYNE WAGNER,Caucasian
205993.0,MICHAEL STEIB,Caucasian
205997.0,RODERICK LARSON,Caucasian
205999.0,COLIN POWELL,African-American
206067.0,KIM RUCKER,African-American
206193.0,CANDACE  DUNCAN,Caucasian
206194.0,DAVID S. SIMMONS,Caucasian
206240.0,SARENA LIN,Asian
206243.0,ERIC DUPRAT,Caucasian
206268.0,JANE L. CORWIN,Caucasian
206269.0,ERIC W. MANDELBLATT,Caucasian
206271.0,F. NICHOLAS GRASBERGER,Caucasian
206272.0,MICHAEL RENNA,Caucasian
206275.0,MICHAEL E. ANGELINA,Caucasian
206276.0,FELIX BRUECK,Caucasian
206287.0,JANET S. VERGIS,Caucasian
206297.0,THOMAS E. CARLILE,Caucasian
206310.0,THOMAS H. TURNER,Caucasian
206311.0,FRANCISCO J. SANCHEZ,Hispanic
206314.0,STUART W. THORN,Caucasian
206316.0,GERALD VOLAS,Caucasian
206319.0,C. PATRICK OLES,Caucasian
206332.0,DONNA W. HYLAND,Caucasian
206336.0,THOMAS M. GATTLE JR.,Caucasian
206338.0,DIANE LANDEN,Caucasian
206339.0,R. ANDREW CLYDE,Caucasian
206389.0,JEFFREY S. MUSSER,Caucasian
206405.0,DALE S. ZUEHLS,Caucasian
206445.0,RUSSEL P. MAYER,Caucasian
206449.0,ROBERT ROLLO,Caucasian
206450.0,JOHN CECIL,Caucasian
206464.0,JOSEPH M. JORDAN,Caucasian
